net_name,driver_pin,sink_pins,fanout
n_10069,g165702/Y,['u8_mem_reg\\[0\\]\\[5\\]/D'],1
n_10071,g165704/Y,['u8_mem_reg\\[2\\]\\[5\\]/D'],1
n_10072,g165705/Y,['u5_mem_reg\\[2\\]\\[5\\]/D'],1
n_10075,g165708/Y,['u7_mem_reg\\[2\\]\\[5\\]/D'],1
n_10076,g165709/Y,['u4_mem_reg\\[2\\]\\[5\\]/D'],1
n_10079,g165712/Y,['u13_icc_r_reg\\[5\\]/D'],1
n_10083,drc_buf_sp165718/Y,['g187152/A'],1
n_10089,g165722/Y,['u5_mem_reg\\[3\\]\\[13\\]/D'],1
n_10092,g165725/Y,['u6_mem_reg\\[0\\]\\[13\\]/D'],1
n_10094,g165727/Y,['u5_mem_reg\\[1\\]\\[13\\]/D'],1
n_10099,g165732/Y,['u8_mem_reg\\[2\\]\\[13\\]/D'],1
n_101,g159671/Y,"['g166609/A1', 'g159668/A']",2
n_10100,g165733/Y,['u5_mem_reg\\[2\\]\\[13\\]/D'],1
n_10103,g165736/Y,['u7_mem_reg\\[2\\]\\[13\\]/D'],1
n_10104,g165737/Y,['u4_mem_reg\\[2\\]\\[13\\]/D'],1
n_10105,g165738/Y,['u8_mem_reg\\[0\\]\\[13\\]/D'],1
n_10107,g165740/Y,['u13_icc_r_reg\\[13\\]/D'],1
n_10112,drc_buf_sp165747/Y,['g181433/A'],1
n_10119,g165752/Y,['u6_mem_reg\\[0\\]\\[16\\]/D'],1
n_10122,g165755/Y,['u5_mem_reg\\[1\\]\\[16\\]/D'],1
n_10124,g165757/Y,['u6_mem_reg\\[1\\]\\[16\\]/D'],1
n_10128,g165761/Y,['u8_mem_reg\\[2\\]\\[16\\]/D'],1
n_10129,g165762/Y,['u5_mem_reg\\[2\\]\\[16\\]/D'],1
n_10132,g165765/Y,['u7_mem_reg\\[2\\]\\[16\\]/D'],1
n_10133,g165766/Y,['u4_mem_reg\\[2\\]\\[16\\]/D'],1
n_10134,g165767/Y,['u8_mem_reg\\[0\\]\\[16\\]/D'],1
n_10138,g165771/Y,['u13_icc_r_reg\\[16\\]/D'],1
n_10140,drc_buf_sp165775/Y,['drc_buf_sp165777/A'],1
n_10143,drc_buf_sp165777/Y,"['g212609/A1', 'g196753/B1', 'g186019/A2', 'g178269/A2', 'g171489/B1', 'g170393/B1', 'g169550/A2', 'g167903/A1', 'g165795/A1', 'g165793/A2', 'g165789/A2', 'g165779/A2']",12
n_10146,g165779/Y,['u6_mem_reg\\[0\\]\\[17\\]/D'],1
n_10151,g165784/Y,['u5_mem_reg\\[1\\]\\[17\\]/D'],1
n_10156,g165789/Y,['u8_mem_reg\\[2\\]\\[17\\]/D'],1
n_10157,g165790/Y,['u5_mem_reg\\[2\\]\\[17\\]/D'],1
n_10160,g165793/Y,['u7_mem_reg\\[2\\]\\[17\\]/D'],1
n_10161,g165794/Y,['u4_mem_reg\\[2\\]\\[17\\]/D'],1
n_10162,g165795/Y,['u8_mem_reg\\[0\\]\\[17\\]/D'],1
n_10165,g165798/Y,['u13_icc_r_reg\\[17\\]/D'],1
n_10168,drc_buf_sp41/Y,[],0
n_1017,g158346/Y,['g164005/A'],1
n_10171,,"['g219306/B1', 'g212604/A1', 'g196639/B1', 'g179673/A2', 'g178280/A2', 'g170405/B1', 'g169551/A1', 'g165822/A2', 'g165818/A1', 'g165816/A2', 'g165812/A2']",11
n_10175,g165805/Y,['u6_mem_reg\\[0\\]\\[18\\]/D'],1
n_10177,g165807/Y,['u5_mem_reg\\[1\\]\\[18\\]/D'],1
n_10182,g165812/Y,['u8_mem_reg\\[2\\]\\[18\\]/D'],1
n_10183,g165813/Y,['u5_mem_reg\\[2\\]\\[18\\]/D'],1
n_10186,g165816/Y,['u7_mem_reg\\[2\\]\\[18\\]/D'],1
n_10187,g165817/Y,['u4_mem_reg\\[2\\]\\[18\\]/D'],1
n_10188,g165818/Y,['u8_mem_reg\\[0\\]\\[18\\]/D'],1
n_10192,g165822/Y,['u13_icc_r_reg\\[18\\]/D'],1
n_10194,g213181/Y,"['g216451/B1', 'g202307/A2', 'g200151/B1', 'g186012/A2', 'g178752/A1', 'g177544/A1', 'g168478/A1', 'g167866/A1', 'g166777/A2', 'g166732/A2', 'g165817/A2', 'g165813/A2', 'g165807/A1', 'g165805/A2', 'g155745/A2']",15
n_10195,drc_buf_sp165827/Y,"['drc_buf_sp165829/A', 'drc_buf_sp165826/A']",2
n_10196,drc_buf_sp165826/Y,"['g216465/B1', 'g202310/A2', 'g200155/B1', 'g186037/A2', 'g184888/A1', 'g167865/A1', 'g165848/A2', 'g165844/A2', 'g165840/A2', 'g165834/A1', 'g165832/A2']",11
n_10198,drc_buf_sp165829/Y,"['g212610/A1', 'g179672/A2', 'g178267/A2', 'g171504/B1', 'g171179/B1', 'g169552/A1', 'g167901/A1', 'g165845/A1', 'g165843/A2', 'g165839/A2', 'g165833/A1']",11
n_10202,g165832/Y,['u6_mem_reg\\[0\\]\\[19\\]/D'],1
n_10203,g165833/Y,['u8_mem_reg\\[1\\]\\[19\\]/D'],1
n_10204,g165834/Y,['u5_mem_reg\\[1\\]\\[19\\]/D'],1
n_10209,g165839/Y,['u8_mem_reg\\[2\\]\\[19\\]/D'],1
n_10210,g165840/Y,['u5_mem_reg\\[2\\]\\[19\\]/D'],1
n_10213,g165843/Y,['u7_mem_reg\\[2\\]\\[19\\]/D'],1
n_10214,g165844/Y,['u4_mem_reg\\[2\\]\\[19\\]/D'],1
n_10215,g165845/Y,['u8_mem_reg\\[0\\]\\[19\\]/D'],1
n_10218,g165848/Y,['u13_icc_r_reg\\[19\\]/D'],1
n_10227,g165857/Y,['u8_mem_reg\\[2\\]\\[20\\]/D'],1
n_10230,g165860/Y,['u6_mem_reg\\[0\\]\\[20\\]/D'],1
n_10231,g165861/Y,['u5_mem_reg\\[1\\]\\[20\\]/D'],1
n_10234,g165864/Y,['u6_mem_reg\\[1\\]\\[20\\]/D'],1
n_10238,g165868/Y,['u5_mem_reg\\[2\\]\\[20\\]/D'],1
n_10240,g165870/Y,['u7_mem_reg\\[2\\]\\[20\\]/D'],1
n_10241,g165871/Y,['u4_mem_reg\\[2\\]\\[20\\]/D'],1
n_10242,g165872/Y,['u8_mem_reg\\[0\\]\\[20\\]/D'],1
n_10244,g165874/Y,['u13_icc_r_reg\\[20\\]/D'],1
n_10247,,"['g202297/A2', 'g197748/A1', 'g186018/A2', 'g167882/A2', 'g166730/A2', 'g165861/A1']",6
n_10254,g165884/Y,['u8_mem_reg\\[2\\]\\[21\\]/D'],1
n_10257,g165887/Y,['u6_mem_reg\\[0\\]\\[21\\]/D'],1
n_10259,g165889/Y,['u3_mem_reg\\[1\\]\\[21\\]/D'],1
n_10260,g165890/Y,['u5_mem_reg\\[1\\]\\[21\\]/D'],1
n_10265,g165895/Y,['u5_mem_reg\\[2\\]\\[21\\]/D'],1
n_10267,g165897/Y,['u7_mem_reg\\[2\\]\\[21\\]/D'],1
n_10268,g165898/Y,['u4_mem_reg\\[2\\]\\[21\\]/D'],1
n_10269,g165899/Y,['u8_mem_reg\\[0\\]\\[21\\]/D'],1
n_10272,g165902/Y,['u13_icc_r_reg\\[21\\]/D'],1
n_10276,g213185/Y,"['g214228/A', 'g213193/A']",2
n_10288,g165918/Y,['u6_mem_reg\\[1\\]\\[22\\]/D'],1
n_1029,g159145/Y,['g153616__5526/A2'],1
n_10292,g165922/Y,['u5_mem_reg\\[2\\]\\[22\\]/D'],1
n_103,g159548/Y,['g166616/A2'],1
n_10302,g165932/Y,"['g182413/A1', 'g178810/A1', 'g168473/A1', 'g166773/A2']",4
n_10303,drc_buf_sp165935/Y,['g181523/A'],1
n_10306,g165936/Y,['u8_mem_reg\\[2\\]\\[23\\]/D'],1
n_10310,g165940/Y,['u6_mem_reg\\[0\\]\\[23\\]/D'],1
n_10315,g165945/Y,['u5_mem_reg\\[1\\]\\[23\\]/D'],1
n_10317,g165947/Y,['u6_mem_reg\\[1\\]\\[23\\]/D'],1
n_1032,g158322/Y,['g164102/A'],1
n_10321,g165951/Y,['u5_mem_reg\\[2\\]\\[23\\]/D'],1
n_10323,g165953/Y,['u7_mem_reg\\[2\\]\\[23\\]/D'],1
n_10324,g165954/Y,['u4_mem_reg\\[2\\]\\[23\\]/D'],1
n_10326,g165956/Y,['u8_mem_reg\\[0\\]\\[23\\]/D'],1
n_10327,g165957/Y,['u13_icc_r_reg\\[23\\]/D'],1
n_10329,g165959/Y,"['g182414/A1', 'g178808/A1', 'g166772/A2', 'g166727/A2']",4
n_1033,g158321/Y,['g157913/A'],1
n_10330,drc_buf_sp165962/Y,"['g213149/A', 'g170749/A']",2
n_10335,g165965/Y,['u5_mem_reg\\[2\\]\\[31\\]/D'],1
n_10336,g165966/Y,['u8_mem_reg\\[2\\]\\[31\\]/D'],1
n_10339,g165969/Y,['u6_mem_reg\\[0\\]\\[31\\]/D'],1
n_10344,g165974/Y,['u5_mem_reg\\[1\\]\\[31\\]/D'],1
n_10346,g165976/Y,['u6_mem_reg\\[1\\]\\[31\\]/D'],1
n_10350,g165980/Y,['u7_mem_reg\\[2\\]\\[31\\]/D'],1
n_10351,g165981/Y,['u4_mem_reg\\[2\\]\\[31\\]/D'],1
n_10352,g165982/Y,['u8_mem_reg\\[0\\]\\[31\\]/D'],1
n_10356,drc_buf_sp165988/Y,['g176538/A'],1
n_10363,g165993/Y,['u8_mem_reg\\[2\\]\\[28\\]/D'],1
n_10366,g165996/Y,['u6_mem_reg\\[0\\]\\[28\\]/D'],1
n_10369,g165999/Y,['u8_mem_reg\\[1\\]\\[28\\]/D'],1
n_10370,g166000/Y,['u5_mem_reg\\[1\\]\\[28\\]/D'],1
n_10372,g166002/Y,['u6_mem_reg\\[1\\]\\[28\\]/D'],1
n_10376,g166006/Y,['u5_mem_reg\\[2\\]\\[28\\]/D'],1
n_10377,g166007/Y,['u7_mem_reg\\[2\\]\\[28\\]/D'],1
n_10378,g166008/Y,['u4_mem_reg\\[2\\]\\[28\\]/D'],1
n_10379,g166009/Y,['u8_mem_reg\\[0\\]\\[28\\]/D'],1
n_104,g159409/Y,['g177869/A1'],1
n_1040,g158313/Y,['g157921/B'],1
n_10408,g213157/Y,"['g213160/A', 'g213156/A', 'g181557/A']",3
n_1041,g158312/Y,['g169265/A'],1
n_10413,g166042/Y,['u8_mem_reg\\[2\\]\\[24\\]/D'],1
n_10414,g166043/Y,['u6_mem_reg\\[0\\]\\[24\\]/D'],1
n_1042,g169481/Y,"['g188091/A', 'g188084/A', 'g188060/A3', 'g158311/D', 'g152432__4319/B1']",5
n_10420,g166049/Y,['u5_mem_reg\\[1\\]\\[24\\]/D'],1
n_10422,g166051/Y,['u6_mem_reg\\[1\\]\\[24\\]/D'],1
n_10426,g166055/Y,['u5_mem_reg\\[2\\]\\[24\\]/D'],1
n_10429,g166058/Y,['u7_mem_reg\\[2\\]\\[24\\]/D'],1
n_10430,g166059/Y,['u4_mem_reg\\[2\\]\\[24\\]/D'],1
n_10431,g166060/Y,['u8_mem_reg\\[0\\]\\[24\\]/D'],1
n_10434,g213167/Y,"['g213171/A', 'g213166/A', 'g181469/A']",3
n_10439,g166068/Y,['u8_mem_reg\\[2\\]\\[25\\]/D'],1
n_1044,g158311/Y,['g157118/A'],1
n_10442,g166071/Y,['u6_mem_reg\\[0\\]\\[25\\]/D'],1
n_10446,g166075/Y,['u5_mem_reg\\[1\\]\\[25\\]/D'],1
n_10452,g166081/Y,['u5_mem_reg\\[2\\]\\[25\\]/D'],1
n_10455,g166084/Y,['u7_mem_reg\\[2\\]\\[25\\]/D'],1
n_10456,g166085/Y,['u4_mem_reg\\[2\\]\\[25\\]/D'],1
n_10457,g166086/Y,['u8_mem_reg\\[0\\]\\[25\\]/D'],1
n_10460,g213259/Y,"['g213263/A', 'g187520/A']",2
n_10464,g166092/Y,['u8_mem_reg\\[2\\]\\[26\\]/D'],1
n_10467,g166096/Y,['u6_mem_reg\\[0\\]\\[26\\]/D'],1
n_10470,g166099/Y,['u8_mem_reg\\[1\\]\\[26\\]/D'],1
n_10471,g166100/Y,['u5_mem_reg\\[1\\]\\[26\\]/D'],1
n_10473,g166102/Y,['u6_mem_reg\\[1\\]\\[26\\]/D'],1
n_10477,g166106/Y,['u5_mem_reg\\[2\\]\\[26\\]/D'],1
n_10481,g166110/Y,['u7_mem_reg\\[2\\]\\[26\\]/D'],1
n_10482,g166111/Y,['u4_mem_reg\\[2\\]\\[26\\]/D'],1
n_10483,g166112/Y,['u8_mem_reg\\[0\\]\\[26\\]/D'],1
n_10486,g72/Y,"['g71/A', 'g210690/A']",2
n_10490,g166118/Y,['u8_mem_reg\\[2\\]\\[27\\]/D'],1
n_10493,g166122/Y,['u6_mem_reg\\[0\\]\\[27\\]/D'],1
n_10496,g166125/Y,['u8_mem_reg\\[1\\]\\[27\\]/D'],1
n_10497,g166126/Y,['u5_mem_reg\\[1\\]\\[27\\]/D'],1
n_10499,g166128/Y,['u6_mem_reg\\[1\\]\\[27\\]/D'],1
n_105,g159586/Y,['g159025/B2'],1
n_10503,g166132/Y,['u5_mem_reg\\[2\\]\\[27\\]/D'],1
n_10506,g166135/Y,['u7_mem_reg\\[2\\]\\[27\\]/D'],1
n_10507,g166136/Y,['u4_mem_reg\\[2\\]\\[27\\]/D'],1
n_10509,g166138/Y,['u8_mem_reg\\[0\\]\\[27\\]/D'],1
n_1051,g158306/Y,['g188068/C'],1
n_1054,g158301/Y,['g177292/B'],1
n_10563,,"['g181983/A', 'g164284_dup/A']",2
n_10565,g166190/Y,['g181981/A1'],1
n_10576,g164284_dup/Y,"['g198075/B', 'g196605/B2', 'g166622/B1', 'g166614/B1', 'g166613/B1', 'g166498/B1', 'g166487/B1', 'g166484/B2', 'g166482/B2']",9
n_1058,g159025/Y,['g157856/C'],1
n_1059,,['g166544/C'],1
n_106,g160065/Y,['g177869/B1'],1
n_10613,g166238/Y,"['g199212/A2', 'g166240/A', 'g164348/A1', 'g164308/A1', 'g158250_dup/A', 'g157559/A2', 'g156707/A2', 'g156706/A2']",8
n_10614,g166240/Y,"['g435/A2', 'g171439/A1', 'g171436/A2', 'g166249/A1', 'g166248/A1', 'g166247/A1', 'g166245/A2', 'g166242/A1', 'g166239/A2']",9
n_10615,g166239/Y,['g156158/B'],1
n_10617,g166242/Y,['g156144/B'],1
n_10620,g166245/Y,['g426/C'],1
n_10621,,['g156126/B'],1
n_10622,g166247/Y,['g155577/A'],1
n_10623,g166248/Y,['g156146/A'],1
n_10624,g166249/Y,['g156137/B'],1
n_10626,g158250_dup/Y,"['g202339/A1', 'g166259/A1', 'g166257/A1', 'g166255/A1', 'g166253/A1', 'g166252/A2', 'g166251/A1', 'g129/A2', 'g111/A2']",9
n_10627,g166251/Y,['g448/C'],1
n_10628,g166252/Y,['g156132/A'],1
n_10629,g166253/Y,['g176677/B'],1
n_10631,g166255/Y,['g156139/A'],1
n_10633,g166257/Y,['g156143/B'],1
n_10635,g166259/Y,['g171440/B'],1
n_10636,,['g156147/A'],1
n_10637,drc_buf_sp49/Y,['drc_buf_sp48/A'],1
n_10638,,"['g216460/A2', 'g202300/A2', 'g197738/A1', 'g178282/A2', 'g167876/A2', 'g166277/A2', 'g166275/A1', 'g166265/A2', 'g166263/A2']",9
n_10640,drc_buf_sp48/Y,"['g212605/A2', 'g200149/A1', 'g186029/A2', 'g179669/A2', 'g176436/B1', 'g166278/A2', 'g166272/A2', 'g166270/A2', 'g166262/A2']",9
n_10641,g166262/Y,['u5_mem_reg\\[2\\]\\[30\\]/D'],1
n_10642,g166263/Y,['u8_mem_reg\\[2\\]\\[30\\]/D'],1
n_10644,g166265/Y,['u8_mem_reg\\[0\\]\\[30\\]/D'],1
n_10649,g166270/Y,['u6_mem_reg\\[0\\]\\[30\\]/D'],1
n_10651,g166272/Y,['u5_mem_reg\\[1\\]\\[30\\]/D'],1
n_10654,g166275/Y,['u6_mem_reg\\[1\\]\\[30\\]/D'],1
n_10656,g166277/Y,['u7_mem_reg\\[2\\]\\[30\\]/D'],1
n_10657,g166278/Y,['u4_mem_reg\\[2\\]\\[30\\]/D'],1
n_10659,g166280/Y,"['g183172/A1', 'g178804/A1']",2
n_10660,g166281/Y,"['g197482/A1', 'g173513/A1', 'g168471/A1', 'g166721/A2']",4
n_10661,drc_buf_sp166284/Y,"['g176608/A', 'drc_buf_sp170772/A']",2
n_10665,g166285/Y,['u8_mem_reg\\[0\\]\\[29\\]/D'],1
n_10666,g166287/Y,['u8_mem_reg\\[2\\]\\[29\\]/D'],1
n_10669,g166290/Y,['u6_mem_reg\\[0\\]\\[29\\]/D'],1
n_10670,g166291/Y,['u5_mem_reg\\[1\\]\\[29\\]/D'],1
n_10676,g166297/Y,['u6_mem_reg\\[1\\]\\[29\\]/D'],1
n_10679,g166300/Y,['u5_mem_reg\\[2\\]\\[29\\]/D'],1
n_10680,g166301/Y,['u7_mem_reg\\[2\\]\\[29\\]/D'],1
n_10681,g166302/Y,['u4_mem_reg\\[2\\]\\[29\\]/D'],1
n_10683,g166304/Y,"['g53/A2', 'g178805/A1']",2
n_10684,g166305/Y,"['g197613/A1', 'g173512/A1', 'g168472/A1', 'g166722/A2']",4
n_107,g160064/Y,['u1_sdata_in_r_reg/D'],1
n_10709,drc_buf_sp166329/Y,"['g157158/A2', 'g157156/A2', 'g156114/A2', 'g154839__5477/A2', 'g154128__1881/A2', 'g153340__5107/A2', 'g152877__7482/A2', 'g152855__3680/A2', 'g152835__2398/A2', 'g152823__9945/A2']",10
n_10735,drc_buf_sp166354/Y,"['g156722/A2', 'g156719/A2', 'g156115__1881/A2', 'g154840__2398/A2', 'g154127__6131/A2', 'g153341__8428/A2', 'g152878__4733/A2', 'g152856__1617/A2', 'g152832__6417/A2', 'g152824__2883/A2']",10
n_10761,drc_buf_sp166379/Y,"['g156722/B2', 'g156719/B2', 'g156115__1881/B2', 'g154840__2398/B2', 'g154127__6131/B2', 'g153341__8428/B2', 'g152878__4733/B2', 'g152856__1617/B2', 'g152832__6417/B2', 'g152824__2883/B2']",10
n_10787,drc_buf_sp166404/Y,"['g157158/B2', 'g157156/B2', 'g156114/B2', 'g154839__5477/B2', 'g154128__1881/B2', 'g153340__5107/B2', 'g152877__7482/B2', 'g152855__3680/B2', 'g152835__2398/B2', 'g152823__9945/B2']",10
n_108,drc_bufs164441/Y,"['g159161/B', 'drc_bufs164586/A']",2
n_10813,drc_buf_sp166429/Y,"['g155588/B2', 'g155585/B2', 'g155579/B2', 'g154838__6417/B2', 'g154129__5115/B2', 'g153339__5477/B2', 'g152880__9315/B2', 'g152858__1705/B2', 'g152836__5107/B2', 'g152826__1666/B2']",10
n_1082,g159022/Y,"['g158017/A', 'g157289/A3']",2
n_1083,g158017/Y,['g157286/A2'],1
n_10839,drc_buf_sp166454/Y,"['g155588/A2', 'g155585/A2', 'g155579/A2', 'g154838__6417/A2', 'g154129__5115/A2', 'g153339__5477/A2', 'g152880__9315/A2', 'g152858__1705/A2', 'g152836__5107/A2', 'g152826__1666/A2']",10
n_1084,g158011/Y,['g169382/B'],1
n_1086,g158009/Y,['g169382/C'],1
n_10867,g166481/Y,"['g169954/A', 'g169953/A']",2
n_10869,g166482/Y,['g435/B'],1
n_10870,g166484/Y,['g176040/A'],1
n_10871,g166485/Y,['g156982/C'],1
n_10873,g166487/Y,['g166247/B'],1
n_10877,g166491/Y,['g202338/C'],1
n_10878,g166492/Y,['g156981/C'],1
n_1088,g159178/Y,"['g158895/B', 'g158013/A2', 'g157581/B']",3
n_10881,g166494/Y,['g156983/C'],1
n_10882,g166495/Y,['g156986/C'],1
n_10884,g166497/Y,[],0
n_10885,g166498/Y,['g166252/B'],1
n_10887,g166500/Y,['g156984/C'],1
n_10888,g166501/Y,['g171436/B'],1
n_10889,,"['g181768/B1', 'g169945/B2', 'g169001/A', 'g166610/B1', 'g166501/A2', 'g166500/A2', 'g166498/A2', 'g166497/A2', 'g166495/A2', 'g166494/A2']",10
n_1089,g157581/Y,['u2_out_le_reg\\[3\\]/D'],1
n_10890,drc_buf_sp46/Y,['g223600/A'],1
n_10891,,"['g202288/A2', 'g186040/A2', 'g179699/A2', 'g167912/A1', 'g166567/A2', 'g166516/A1', 'g166512/A2', 'g166506/A2', 'g166503/A2']",9
n_10892,g166503/Y,['u8_mem_reg\\[2\\]\\[1\\]/D'],1
n_10894,g166504/Y,['u5_mem_reg\\[2\\]\\[1\\]/D'],1
n_10895,g166505/Y,['u7_mem_reg\\[2\\]\\[1\\]/D'],1
n_10896,g166506/Y,['u4_mem_reg\\[2\\]\\[1\\]/D'],1
n_10902,g166512/Y,['u6_mem_reg\\[0\\]\\[1\\]/D'],1
n_10906,g166516/Y,['u8_mem_reg\\[0\\]\\[1\\]/D'],1
n_10910,,[],0
n_10916,g166526/Y,['u13_ac97_rst_force_reg/D'],1
n_10918,g166528/Y,['u4_mem_reg\\[2\\]\\[0\\]/D'],1
n_10919,g166529/Y,['u7_mem_reg\\[2\\]\\[0\\]/D'],1
n_10921,g166531/Y,['u5_mem_reg\\[2\\]\\[0\\]/D'],1
n_10922,g166532/Y,['u8_mem_reg\\[2\\]\\[0\\]/D'],1
n_10923,g166533/Y,['u8_mem_reg\\[0\\]\\[0\\]/D'],1
n_10924,,"['g216466/B1', 'g202305/A2', 'g186039/A2', 'g184877/A1', 'g179700/A2', 'g176743/B1', 'g175414/A1', 'g167858/A2', 'g166538/A2']",9
n_10929,g166538/Y,['u6_mem_reg\\[0\\]\\[0\\]/D'],1
n_10935,g166545/Y,"['g166551/B', 'g166546/A', 'g166544/A']",3
n_10936,g166544/Y,['u11_empty_reg/D'],1
n_10937,g166546/Y,"['g196187/B2', 'g175618/A2', 'g158932/B', 'g158913/B', 'g158912/B', 'g158909/B', 'g158829/A2', 'g158530/A2']",8
n_10941,,['g179828/C'],1
n_10942,g166551/Y,['g158477/C'],1
n_10943,,['g158521/C'],1
n_10944,,['g158527/C'],1
n_10959,g166567/Y,['u13_occ1_r_reg\\[1\\]/D'],1
n_10960,g166568/Y,['u13_occ1_r_reg\\[13\\]/D'],1
n_10961,g166569/Y,['u13_occ1_r_reg\\[5\\]/D'],1
n_10962,g166570/Y,['u13_occ1_r_reg\\[12\\]/D'],1
n_10963,g166571/Y,['u13_occ1_r_reg\\[11\\]/D'],1
n_10969,g166576/Y,['u13_occ1_r_reg\\[3\\]/D'],1
n_10970,g166577/Y,['u13_occ1_r_reg\\[2\\]/D'],1
n_10971,g166578/Y,['u13_occ1_r_reg\\[7\\]/D'],1
n_11000,g166608/Y,['g181987/A'],1
n_11003,g166609/Y,['g166242/B'],1
n_11004,g166610/Y,['g166253/B'],1
n_11006,g181986/Y,"['g92/A2', 'g181981/B1']",2
n_11007,g166613/Y,['g166251/B'],1
n_11008,g166614/Y,['g166255/B'],1
n_11009,g166615/Y,['g166249/B'],1
n_11010,g166616/Y,['g166245/B'],1
n_11011,g181987/Y,"['g200192/A1', 'g196605/A2', 'g181986/A', 'g179852/A1', 'g166624/A1', 'g166622/A1', 'g166618/A1', 'g166617/A1', 'g166616/A1', 'g166615/A1', 'g166614/A2', 'g166613/A1', 'g166610/A1', 'g166609/A2', 'g10/A']",15
n_11012,g166617/Y,['g171439/B'],1
n_11013,g166618/Y,['g166248/B'],1
n_11015,,['g202339/B'],1
n_11017,g166622/Y,['g166257/B'],1
n_11019,g166624/Y,[],0
n_11046,drc_buf_sp166649/Y,"['g155591/A2', 'g155589__6417/A2', 'g154396__4733/A2', 'g153589__6783/A2', 'g152963__7410/A2', 'g152867__6131/A2', 'g152845__5526/A2', 'g152816__6161/A2']",8
n_111,g160078/Y,['g158090/A1'],1
n_11124,g166713/Y,"['g169195/A2', 'g165153/A', 'g156772_dup166716/B', 'g156764/B']",4
n_11125,g156772_dup166716/Y,"['g166723/B2', 'g166722/B2', 'g166721/B2', 'g166720/B2', 'g166719/A1', 'g166717/B2', 'g166715/A', 'g166714/B2', 'g156665_dup166718/A']",9
n_11126,g166715/Y,"['g166730/A1', 'g166729/A1', 'g166728/A1', 'g166725/A1', 'g166722/A1', 'g166720/A1', 'g166714/A1', 'g165722/A1', 'g165694/A1', 'g165662/A1', 'g165577/A1', 'g165519/A1', 'g165433/A1', 'g165371/A1', 'g155658/A1', 'g155632/A1']",16
n_11127,g166714/Y,['u5_mem_reg\\[3\\]\\[17\\]/D'],1
n_11128,g156665_dup166718/Y,"['g214960/A1', 'g166732/A1', 'g166731/A1', 'g166727/A1', 'g166726/A1', 'g166724/A1', 'g166723/A1', 'g166721/A1', 'g166717/A1', 'g165633/A1', 'g165546/A1', 'g165490/A1', 'g165461/A1', 'g165400/A2', 'g165344/A1', 'g155631/A1']",16
n_11129,g166717/Y,['u5_mem_reg\\[3\\]\\[16\\]/D'],1
n_1113,g158238/Y,[],0
n_11130,g166719/Y,['u5_wp_reg\\[2\\]/D'],1
n_11131,g166720/Y,['u5_mem_reg\\[3\\]\\[31\\]/D'],1
n_11132,g166721/Y,['u5_mem_reg\\[3\\]\\[30\\]/D'],1
n_11133,g166722/Y,['u5_mem_reg\\[3\\]\\[29\\]/D'],1
n_11134,g166723/Y,['u5_mem_reg\\[3\\]\\[28\\]/D'],1
n_11135,,"['g166732/B2', 'g166731/B2', 'g166730/B2', 'g166729/B2', 'g166728/B2', 'g166727/B2', 'g166726/B2', 'g166725/B2', 'g166724/B2']",9
n_11136,g166724/Y,['u5_mem_reg\\[3\\]\\[26\\]/D'],1
n_11137,g166725/Y,['u5_mem_reg\\[3\\]\\[25\\]/D'],1
n_11138,g166726/Y,['u5_mem_reg\\[3\\]\\[24\\]/D'],1
n_11139,g166727/Y,['u5_mem_reg\\[3\\]\\[23\\]/D'],1
n_11140,g166728/Y,['u5_mem_reg\\[3\\]\\[22\\]/D'],1
n_11141,g166729/Y,['u5_mem_reg\\[3\\]\\[21\\]/D'],1
n_11142,g166730/Y,['u5_mem_reg\\[3\\]\\[20\\]/D'],1
n_11143,g166731/Y,['u5_mem_reg\\[3\\]\\[19\\]/D'],1
n_11144,g166732/Y,['u5_mem_reg\\[3\\]\\[18\\]/D'],1
n_11183,g166769/Y,['u4_mem_reg\\[3\\]\\[26\\]/D'],1
n_11184,g166770/Y,['u4_mem_reg\\[3\\]\\[25\\]/D'],1
n_11185,g166771/Y,['u4_mem_reg\\[3\\]\\[24\\]/D'],1
n_11186,g166772/Y,['u4_mem_reg\\[3\\]\\[23\\]/D'],1
n_11187,g166773/Y,['u4_mem_reg\\[3\\]\\[22\\]/D'],1
n_11188,g166774/Y,['u4_mem_reg\\[3\\]\\[21\\]/D'],1
n_11190,g166776/Y,['u4_mem_reg\\[3\\]\\[19\\]/D'],1
n_11191,g166777/Y,['u4_mem_reg\\[3\\]\\[18\\]/D'],1
n_11197,g166783/Y,['u8_mem_reg\\[3\\]\\[17\\]/D'],1
n_112,g160100/Y,['u14_crac_valid_r_reg/D'],1
n_11204,g156773_dup165222_dup/Y,"['g197748/B2', 'g197708/B2', 'g197686/B2', 'g197631/B2', 'g197608/B2', 'g197544/B2', 'g197539/B2', 'g177544/B2', 'g166797/B2']",9
n_11212,g166797/Y,['u8_mem_reg\\[3\\]\\[19\\]/D'],1
n_11259,g166841/Y,['u7_mem_reg\\[3\\]\\[3\\]/D'],1
n_11295,g166878/Y,['u6_mem_reg\\[3\\]\\[1\\]/D'],1
n_113,g184056/Y,"['g184059/B', 'g159627/A', 'g158303/A3']",3
n_11312,g166892/Y,['g182066/B'],1
n_1145,g158771/Y,['g157921/A'],1
n_11477,g167024/Y,"['fanout401/A', 'g167161/B1', 'g167160/B1']",3
n_11478,g167023/Y,['u11_rp_reg\\[1\\]/D'],1
